subject12.happy	12012120211320130332212213223030
subject12.leftlight	12232303233020302311230323222103
subject12.noglasses	12222101213021310303210321232103
subject12.normal	12222101213021310303210321232103
subject12.rightlight	12033123213020100120212021222102
subject12.sad	12012120301320130302331221222130
subject12.sleepy	12012120301320120302311211322130
subject12.surprised	12032121211020122122213011222122
subject12.wink	12032121211020130332213231222122
subject13.centerlight	12112120211221202120122112211213
subject13.glasses	12112123211221202122212112211211
subject13.happy	12112122211021202122212112231211
subject13.leftlight	12032110203221302120312111111313
subject13.noglasses	12112123211021222123212113211211
subject13.normal	12132122211021202122212313231211
subject13.rightlight	02113031311231203121302112211211
subject13.sad	12112123211221202120212112211213
subject13.sleepy	12112123211221202120212113211213
subject13.surprised	12112122211221222120212112211213
subject13.wink	12132122211021202123312112211210
subject14.centerlight	03121033310130033033303330323032
subject14.glasses	03103033310130033033303330333030
subject14.happy	03103033310130033033303210323032
subject14.leftlight	12202133200130032011203221313130
subject14.noglasses	03102031310230033033303330313030
subject14.normal	03102031310230033033303330313030
subject14.rightlight	03123213310130233033303130323232
subject14.sad	03103033310130033033303230321230
subject14.sleepy	03103031310230033033303010303030
subject14.surprised	03103033310130033033303230323030
subject14.wink	03103033310330033033303010303032
subject15.centerlight	12112130301221122132212221302122
subject15.glasses	12112231121230121312201321302121
subject15.happy	12112130301221122120213021200302
subject15.leftlight	12002130201320132130213021302323
subject15.noglasses	12112331121230123032301331302121
subject15.normal	12112130301220122130213021200303
subject15.rightlight	02113031311231223123312331213333
subject15.sad	12112120301221122122213021200303
subject15.sleepy	12112331121230123032301331303121
subject15.surprised	12112330121230123122301331202130
subject15.wink	12112120201221322120212021200302
